89999
87651,320,1641031773865
30781,586,1641031773865
19146,583,1641031773865
34877,928,1641031773865
46370,711,1641031773865
57419,657,1641031773865
47651,805,1641031773865
65564,82,1641031773865
57842,494,1641031773865
51764,352,1641031773865
45202,568,1641031773865
64013,795,1641031773865
18507,593,1641031773865
84164,66,1641031773865
41926,98,1641031773865
73762,345,1641031773865
54714,194,1641031773865
91729,80,1641031773865
45628,681,1641031773865
33677,668,1641031773865
96081,687,1641031773865
51521,251,1641031773865
80984,259,1641031773865
21328,319,1641031773865
41512,979,1641031773865
69373,814,1641031773865
91939,618,1641031773865
67182,545,1641031773865
55103,977,1641031773865
38934,384,1641031773865
59486,309,1641031773865
84689,495,1641031773865
89111,893,1641031773865
62177,1007,1641031773865
61330,387,1641031773865
75828,984,1641031773865
71410,812,1641031773865
77048,130,1641031773865
55899,139,1641031773865
49507,365,1641031773865
61739,486,1641031773865
22544,829,1641031773865
20843,801,1641031773865
91862,707,1641031773865
99403,745,1641031773865
19888,655,1641031773865
83300,111,1641031773865
44814,781,1641031773865
40226,648,1641031773865
96245,736,1641031773865
22750,916,1641031773865
52169,781,1641031773865
52327,56,1641031773865
77082,940,1641031773865
36455,533,1641031773865
85522,53,1641031773865
66818,797,1641031773865
83608,373,1641031773865
74336,926,1641031773865
14868,233,1641031773865
62722,907,1641031773865
63798,528,1641031773865
15464,642,1641031773865
14234,963,1641031773865
51541,231,1641031773865
96687,185,1641031773865
92620,419,1641031773865
98405,859,1641031773865
94500,517,1641031773865
34148,98,1641031773865
81557,840,1641031773865
11394,283,1641031773865
90937,69,1641031773865
43592,142,1641031773865
79559,360,1641031773865
41236,753,1641031773865
28847,790,1641031773865
86447,524,1641031773865
41787,573,1641031773865
44733,249,1641031773865
68741,800,1641031773865
90513,351,1641031773865
39970,789,1641031773865
31645,687,1641031773865
51850,829,1641031773865
73698,892,1641031773865
15041,238,1641031773865
91418,282,1641031773865
51834,683,1641031773865
79394,208,1641031773865
49485,734,1641031773865
42775,928,1641031773865
58451,743,1641031773865
60245,205,1641031773865
43628,643,1641031773865
45881,939,1641031773865
75631,212,1641031773865
64615,452,1641031773865
49141,994,1641031773865
66924,456,1641031773865
21609,468,1641031773865
74511,251,1641031773865
78506,302,1641031773865
48237,185,1641031773865
24486,612,1641031773865
79134,357,1641031773865
71566,70,1641031773865
22300,564,1641031773865
13479,285,1641031773865
89471,186,1641031773865
59762,966,1641031773865
90852,662,1641031773865
16749,67,1641031773865
25421,71,1641031773865
87757,325,1641031773865
95718,591,1641031773865
48491,880,1641031773865
53313,527,1641031773865
45969,100,1641031773865
35277,734,1641031773865
84834,769,1641031773865
